date,entry_price,exit_price,return_pct,profitable,exit_reason
2026-03-30,260.5699157714844,246.40298461914062,-5.44,False,STOP_LOSS
2026-05-01,253.55638122558594,279.88214111328125,10.38,True,TAKE_PROFIT
